Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
30,No,Travel Rarely,1329.0, Research & Development ,29,Bachelor's,"1211,0",Medium,Male,61.0,Medium,Assistant, Sales Executive ,Very Low,Divorced,4115.0,13192,8,No,19,"3,0",Medium,High,8.0,3,"3,0",4,0,3,No
46,No,Travel Rarely,150.0, Research & Development ,2,Bachelor's,"1228,0",High,Male,60.0,Medium,Assistant, Manufacturing Director ,High,Divorced,6399.663530605464,17433,2,No,11,"3,0",Medium,Low,11.52060986020989,3,"2,0",6,1,4,Yes
42,No,Non Travel,802.0852348993288, Human Resources ,2,Postgraduate,"1231,0",High,Male,79.0,High,Assistant, Human Resources ,Very Low,Married,6272.0,12858,7,No,16,"3,0",Very Low,Low,11.315089877531209,3,"4,0",4,0,3,Yes
25,No,Unknown,802.0852348993288, Research & Development ,10,Bachelor's,Unknown,Medium,Male,57.0,Medium,Assistant, Sales Executive ,High,Single,3113.1297191808303,20623,0,No,14,"3,0",Low,Zero,5.0,4,"3,0",4,1,1,No
27,No,Unknown,1167.0, Research & Development ,4,Secondary,"1259,0",Very Low,Male,76.0,Medium,Entry Level, Research Scientist ,Medium,Divorced,2517.0,3208,1,No,11,"3,0",Low,High,5.293482112057346,2,"3,0",5,0,3,Yes
56,No,Travel Rarely,206.0, Research & Development ,8,Bachelor's,"1338,0",High,Male,99.0,Medium,Director, Manager ,Low,Single,18737.825926796628,4022,6,No,14,"3,0",Very Low,Zero,36.0,4,"3,0",7,7,7,No
41,No,Travel Frequently,802.0852348993288, Sales ,1,High School,"1349,0",Medium,Female,66.0,Medium,Assistant, Sales Executive ,Very Low,Unknown,6399.663530605464,4297,0,No,17,"3,0",High,Low,11.52060986020989,2,"3,0",9,1,7,Yes
28,No,Unknown,736.0, Research & Development ,26,High School,"1387,0",Medium,Male,48.0,Low,Assistant, Sales Executive ,Very Low,Married,3113.1297191808303,24232,1,No,11,"3,0",Medium,Low,5.0,0,"3,0",5,0,4,Yes
52,No,Travel Frequently,322.0, Research & Development ,28,Secondary,"1401,0",High,Female,59.0,High,Manager, Manufacturing Director ,Medium,Married,6399.663530605464,9731,2,No,11,"3,0",Low,Low,11.52060986020989,3,"2,0",5,0,2,Yes
26,No,Travel Rarely,683.0, Research & Development ,2,Primary,"1407,0",Very Low,Male,36.0,Low,Entry Level, Research Scientist ,High,Single,3904.0,4050,0,No,12,"3,0",High,Zero,5.0,2,"3,0",4,1,1,Yes
49,Yes,Travel Frequently,1475.0, Research & Development ,28,Secondary,"1420,0",Very Low,Male,97.0,Low,Assistant, Laboratory Technician ,Very Low,Unknown,10673.466593833637,22710,3,No,20,"4,0",Very Low,Zero,20.0,2,"3,0",4,1,3,Yes
34,No,Travel Frequently,560.0, Research & Development ,1,Bachelor's,"1431,0",High,Male,91.0,Medium,Entry Level, Research Scientist ,Very Low,Unknown,5633.242010731766,20284,5,No,14,"3,0",Medium,Medium,10.0,2,"3,0",4,1,3,Yes
32,No,Unknown,802.0852348993288, Research & Development ,7,Postgraduate,"1446,0",High,Male,97.0,Medium,Assistant, Sales Executive ,High,Unknown,9204.0,23343,4,No,12,"3,0",Medium,Low,7.0,3,"3,0",4,0,3,Yes
33,No,Unknown,802.0852348993288, Research & Development ,7,High School,"1477,0",High,Male,54.0,Medium,Assistant, Sales Executive ,Very Low,Unknown,4373.0,17456,0,No,14,"3,0",Very Low,Medium,5.0,2,"3,0",4,0,3,No
29,Yes,Unknown,115.0, Sales ,13,High School,"1487,0",Very Low,Female,51.0,Medium,Assistant, Sales Executive ,Low,Single,4121.174635801204,17485,5,No,11,"3,0",Very Low,Zero,7.0,4,"1,0",5,0,0,No
30,No,Unknown,802.0852348993288, Research & Development ,16,High School,"1499,0",Medium,Male,46.0,Medium,Entry Level, Human Resources ,Medium,Unknown,2064.0,15428,0,No,21,"4,0",Very Low,Low,6.0,3,"4,0",5,1,3,No
23,No,Unknown,507.0, Research & Development ,11,Primary,"1533,0",Very Low,Male,97.0,Medium,Assistant, Laboratory Technician ,Medium,Single,3113.1297191808303,24812,0,No,14,"3,0",Low,Zero,5.0,2,"3,0",4,1,2,No
33,No,Unknown,575.0, Research & Development ,25,High School,"1545,0",High,Male,44.0,Low,Assistant, Manufacturing Director ,Low,Unknown,3113.1297191808303,24152,1,No,13,"3,0",High,Zero,5.0,2,"3,0",5,0,2,Yes
35,No,Unknown,802.0852348993288, Research & Development ,28,Bachelor's,"1554,0",Low,Female,98.0,Low,Entry Level, Sales Representative ,Medium,Married,2430.0,26204,0,No,23,"4,0",Very Low,Medium,6.0,5,"3,0",5,4,2,Yes
38,No,Travel Frequently,888.0, Research & Development ,10,Bachelor's,"1563,0",Medium,Male,71.0,Medium,Assistant, Human Resources ,Medium,Unknown,5633.242010731766,14814,3,No,11,"3,0",Medium,Zero,10.0,2,"3,0",6,1,2,Yes
28,No,Unknown,580.0, Research & Development ,27,High School,"1622,0",Low,Female,39.0,Very Low,Assistant, Manufacturing Director ,Very Low,Divorced,4877.0,20460,0,No,21,"4,0",Low,Low,6.0,5,"2,0",5,0,0,Yes
37,No,Unknown,671.0, Research & Development ,19,High School,"1631,0",Medium,Male,85.0,Medium,Assistant, Manufacturing Director ,Medium,Unknown,6399.663530605464,26493,3,No,17,"3,0",Very Low,High,11.52060986020989,2,"2,0",4,0,2,No
24,No,Unknown,567.0, Research & Development ,2,Primary,"1646,0",Very Low,Female,32.0,Medium,Entry Level, Research Scientist ,High,Unknown,3760.0,17218,1,No,13,"3,0",Medium,Zero,6.0,2,"3,0",6,1,3,No
36,No,Unknown,311.0, Research & Development ,7,High School,"1659,0",Very Low,Male,77.0,Medium,Entry Level, Laboratory Technician ,Low,Unknown,2013.0,10950,2,No,11,"3,0",Medium,Zero,4.485255663642212,4,"3,0",4,1,3,Yes
38,No,Travel Frequently,148.0, Research & Development ,2,High School,Unknown,High,Female,42.0,Low,Entry Level, Laboratory Technician ,Low,Unknown,2609.1072608706436,23826,1,No,22,"4,0",Low,Zero,4.0,3,"3,0",4,3,3,No
53,No,Travel Rarely,1395.0, Research & Development ,24,Bachelor's,"1689,0",Low,Male,48.0,High,Coordinator, Healthcare Representative ,High,Married,6137.264469041953,3458,3,No,15,"3,0",Medium,Zero,11.0,2,"3,0",4,1,2,No
37,No,Travel Frequently,1278.0, Research & Development ,1,Bachelor's,"1700,0",Medium,Male,31.0,Very Low,Assistant, Sales Executive ,High,Unknown,3617.1521774910175,7677,1,No,14,"3,0",Medium,Medium,6.0,2,"2,0",6,1,3,Yes
24,No,Unknown,581.0, Research & Development ,12,High School,Unknown,Medium,Male,62.0,High,Entry Level, Research Scientist ,Medium,Married,3113.1297191808303,17616,1,No,16,"3,0",High,Low,5.0,1,"3,0",5,0,4,Yes
29,No,Travel Rarely,1082.0, Research & Development ,9,Bachelor's,Unknown,High,Female,43.0,Medium,Entry Level, Laboratory Technician ,Medium,Unknown,2974.0,25412,9,No,17,"3,0",Medium,Low,6.0263382369099565,2,"3,0",5,1,2,No
32,No,Travel Rarely,371.0, Research & Development ,19,High School,"1739,0",High,Male,80.0,Very Low,Coordinator, Sales Executive ,Medium,Married,6399.663530605464,3840,3,No,13,"3,0",Medium,Low,11.52060986020989,2,"1,0",4,0,2,No
42,No,Travel Rarely,855.0, Research & Development ,12,High School,"1768,0",Low,Male,57.0,Medium,Entry Level, Laboratory Technician ,Low,Divorced,2766.0,8952,8,No,22,"4,0",Low,High,7.0,6,"2,0",5,0,4,Yes
41,No,Unknown,548.0, Research & Development ,9,Bachelor's,"1772,0",Medium,Male,94.0,Medium,Entry Level, Laboratory Technician ,Very Low,Divorced,3113.1297191808303,20520,1,No,20,"4,0",Low,Medium,5.0,2,"3,0",5,0,4,Yes
44,Yes,Unknown,429.0, Research & Development ,1,Secondary,"1792,0",Medium,Male,99.0,Medium,Entry Level, Research Scientist ,Low,Unknown,6399.663530605464,11092,1,Yes,12,"3,0",Medium,High,11.52060986020989,2,"2,0",5,2,3,Yes
28,No,Travel Rarely,1181.0, Research & Development ,1,High School,Unknown,Medium,Male,82.0,Medium,Entry Level, Research Scientist ,High,Married,3113.1297191808303,5531,1,No,11,"3,0",Medium,Low,5.0,6,"4,0",5,0,3,Yes
39,No,Unknown,1253.0, Research & Development ,10,Primary,"1800,0",Medium,Male,65.0,Medium,Coordinator, Research Director ,Medium,Single,6399.663530605464,7914,7,No,21,"4,0",Medium,Zero,11.52060986020989,3,"3,0",4,2,2,Yes
40,No,Unknown,616.0, Research & Development ,2,Secondary,Unknown,Medium,Female,99.0,Medium,Entry Level, Laboratory Technician ,Very Low,Married,3377.0,25605,4,No,17,"3,0",High,Low,7.0,5,"2,0",4,0,2,Yes
37,Yes,Travel Rarely,370.0, Research & Development ,10,Bachelor's,Unknown,High,Male,58.0,Medium,Assistant, Manufacturing Director ,Very Low,Single,4213.0,4992,1,No,15,"3,0",Low,Zero,10.0,4,"3,0",10,0,8,Yes
40,No,Unknown,1194.0, Research & Development ,1,High School,"1822,0",Medium,Female,52.0,Medium,Assistant, Healthcare Representative ,High,Unknown,6513.0,9060,4,No,17,"3,0",High,Low,12.0,3,"3,0",5,0,3,Yes
26,No,Travel Rarely,572.0, Sales ,10,High School,Unknown,Medium,Male,46.0,Medium,Assistant, Sales Executive ,High,Unknown,6399.663530605464,9125,1,No,13,"3,0",Very Low,Zero,11.52060986020989,4,"3,0",5,1,2,No
42,No,Unknown,355.0, Research & Development ,10,Bachelor's,"1854,0",Medium,Male,38.0,Medium,Entry Level, Research Scientist ,Medium,Married,5633.242010731766,6161,3,No,22,"4,0",Low,Medium,10.0,1,"2,0",6,3,3,No
34,No,Travel Rarely,1480.0, Research & Development ,4,High School,"1882,0",Medium,Male,64.0,Medium,Coordinator, Sales Executive ,High,Married,5129.219552421579,24444,2,Yes,13,"3,0",High,High,9.0,3,"3,0",5,1,0,Yes
37,No,Travel Rarely,783.0, Research & Development ,7,Bachelor's,"1885,0",High,Male,78.0,Medium,Assistant, Research Scientist ,Very Low,Unknown,4284.0,13588,5,No,22,"4,0",Medium,Low,16.0,2,"3,0",5,0,4,Yes
27,No,Unknown,1354.0, Research & Development ,2,Bachelor's,"1931,0",Low,Male,41.0,Medium,Entry Level, Research Scientist ,Low,Unknown,2226.0,6073,1,No,11,"3,0",Medium,Low,6.0,3,"2,0",5,1,2,No
35,No,Travel Rarely,682.0, Research & Development ,18,Bachelor's,"1945,0",Low,Male,71.0,Medium,Assistant, Sales Executive ,Very Low,Unknown,5561.0,15975,0,No,16,"3,0",High,Low,10.17491328065986,2,"1,0",5,0,4,Yes
28,No,Non Travel,1103.0, Research & Development ,16,High School,"1947,0",Medium,Male,49.0,Medium,Entry Level, Research Scientist ,Medium,Single,2144.0,2122,1,No,14,"3,0",Medium,Zero,5.0,3,"2,0",5,1,4,Yes
29,No,Unknown,136.0, Research & Development ,1,High School,"1954,0",Very Low,Male,89.0,Medium,Assistant, Healthcare Representative ,Very Low,Married,5373.0,6225,0,No,12,"3,0",Very Low,Low,6.0,5,"2,0",5,0,2,No
54,No,Unknown,155.0, Research & Development ,9,Secondary,"1969,0",Very Low,Female,67.0,Medium,Assistant, Research Scientist ,Medium,Married,2897.0,22474,3,No,11,"3,0",Medium,Medium,9.0,6,"2,0",4,2,3,No
24,No,Travel Rarely,771.0, Research & Development ,41,Secondary,"1981,0",High,Male,45.0,Low,Assistant, Healthcare Representative ,Medium,Single,2609.1072608706436,14120,1,No,12,"3,0",Low,Zero,4.0,2,"2,0",4,1,2,Yes
38,No,Travel Frequently,508.0, Research & Development ,6,Bachelor's,"1997,0",Very Low,Male,72.0,Low,Assistant, Manufacturing Director ,Medium,Married,5321.0,14284,2,No,11,"3,0",High,Low,10.0,1,"3,0",8,7,7,No
42,No,Unknown,557.0, Research & Development ,18,Bachelor's,"1998,0",High,Male,35.0,Medium,Assistant, Research Scientist ,Very Low,Unknown,5410.0,11189,6,No,17,"3,0",Medium,Low,9.0,3,"2,0",4,1,2,Yes
41,No,Unknown,642.0, Research & Development ,1,High School,"1999,0",High,Male,76.0,Medium,Entry Level, Research Scientist ,High,Unknown,2782.0,21412,3,No,22,"3,0",Very Low,Low,5.718442447037525,3,"3,0",5,1,0,Yes
25,No,Travel Rarely,1382.0, Research & Development ,8,Secondary,"2018,0",Very Low,Female,85.0,Medium,Assistant, Sales Executive ,Medium,Unknown,3617.1521774910175,13684,0,Yes,22,"4,0",Low,Low,6.0,3,"2,0",5,0,4,Yes
44,No,Unknown,1037.0, Research & Development ,1,High School,Unknown,Low,Male,42.0,Medium,Entry Level, Research Scientist ,High,Single,3617.1521774910175,13422,6,Yes,12,"3,0",Medium,Zero,6.0,2,"3,0",4,1,2,Yes
50,Yes,Unknown,878.0, Research & Development ,1,Bachelor's,"2044,0",Low,Male,94.0,Medium,Assistant, Sales Executive ,Medium,Unknown,6641.28692735214,14255,7,No,12,"3,0",High,Medium,12.0,3,"3,0",6,0,1,Yes
36,No,Unknown,1120.0, Sales ,11,Bachelor's,Unknown,Low,Female,100.0,Low,Assistant, Sales Executive ,High,Married,4625.197094111392,14369,4,No,13,"3,0",Very Low,Low,8.0,2,"2,0",6,0,0,No
45,No,Unknown,374.0, Research & Development ,20,High School,"2046,0",High,Female,50.0,Medium,Assistant, Sales Executive ,Medium,Unknown,4850.0,23333,8,No,15,"3,0",Medium,Zero,9.034736683788509,3,"3,0",5,0,1,Yes
40,No,Unknown,1194.0, Research & Development ,2,Bachelor's,Unknown,Medium,Female,98.0,Medium,Entry Level, Research Scientist ,Medium,Married,2001.0,12549,2,No,14,"3,0",Low,High,20.0,2,"3,0",5,0,2,Yes
35,No,Travel Rarely,287.0, Research & Development ,1,Bachelor's,"2052,0",Medium,Female,62.0,Very Low,Entry Level, Research Scientist ,High,Married,2609.1072608706436,8952,1,No,12,"3,0",High,Low,4.0,5,"3,0",4,1,1,Yes
29,No,Travel Rarely,802.0852348993288, Research & Development ,13,Secondary,"2053,0",High,Male,46.0,Low,Assistant, Laboratory Technician ,Low,Unknown,5633.242010731766,23679,4,No,13,"3,0",Very Low,Low,10.0,2,"3,0",4,0,3,No
34,No,Unknown,802.0852348993288, Research & Development ,8,High School,"2068,0",Low,Male,82.0,High,Assistant, Laboratory Technician ,Medium,Unknown,4404.0,10228,2,No,12,"3,0",Very Low,Zero,8.31952042189734,3,"4,0",4,1,2,Yes
27,No,Travel Rarely,591.0, Research & Development ,2,Primary,"7,0",Very Low,Male,40.0,Medium,Entry Level, Laboratory Technician ,Low,Married,3617.1521774910175,16632,9,No,12,"3,0",High,Low,6.0,3,"3,0",2,2,2,No
31,No,Unknown,670.0, Research & Development ,26,Primary,"16,0",Very Low,Male,66.0281045751634,Medium,Entry Level, Research Scientist ,Medium,Divorced,3113.1297191808303,15170,1,No,17,"3,0",High,Low,5.0,1,"2,0",5,4,3,Yes
34,No,Travel Rarely,1346.0, Research & Development ,38,Secondary,"18,0",Low,Male,93.0,Medium,Entry Level, Laboratory Technician ,High,Divorced,2105.0848025604564,8758,0,No,11,"3,0",Medium,Low,3.0,2,"3,0",2,1,2,Yes
28,Yes,Travel Rarely,103.0, Research & Development ,24,High School,"19,0",Medium,Male,50.0,Low,Entry Level, Laboratory Technician ,Medium,Single,3617.1521774910175,12947,5,Yes,14,"3,0",Low,Zero,6.0,4,"3,0",4,0,3,Yes
32,No,Travel Rarely,334.0, Research & Development ,5,Secondary,"21,0",Very Low,Male,80.0,High,Entry Level, Research Scientist ,Low,Divorced,4121.174635801204,15053,0,Yes,12,"3,0",High,Medium,7.0,5,"2,0",6,0,5,Yes
38,No,Unknown,371.0, Research & Development ,2,High School,"24,0",High,Male,45.0,Medium,Entry Level, Research Scientist ,High,Single,3944.0,4306,5,Yes,11,"3,0",Medium,Zero,6.0,3,"3,0",3,1,2,Yes
24,No,Unknown,673.0, Research & Development ,11,Secondary,"26,0",Very Low,Female,96.0,High,Assistant, Manufacturing Director ,Medium,Unknown,3113.1297191808303,8232,0,No,18,"3,0",High,Low,5.0,5,"2,0",4,1,3,Yes
34,Yes,Unknown,699.0, Research & Development ,6,Primary,"31,0",Low,Male,83.0,Medium,Entry Level, Research Scientist ,Very Low,Single,2960.0,17102,2,No,11,"3,0",Medium,Zero,6.003887502231758,2,"3,0",4,1,3,Yes
32,Yes,Travel Frequently,802.0852348993288, Research & Development ,16,Primary,"33,0",Low,Female,72.0,Very Low,Entry Level, Research Scientist ,Very Low,Unknown,6399.663530605464,4681,1,No,22,"3,0",Low,Zero,11.52060986020989,5,"3,0",10,6,7,No
46,No,Travel Rarely,705.0, Research & Development ,2,Bachelor's,"38,0",Low,Female,83.0,Medium,Director, Manager ,Very Low,Single,18947.0,22822,3,No,12,"3,0",High,Zero,22.0,2,"2,0",2,2,1,No
44,No,Unknown,1459.0, Research & Development ,10,Bachelor's,"40,0",High,Male,41.0,Medium,Assistant, Healthcare Representative ,High,Married,6465.0,19121,2,No,13,"3,0",High,Zero,11.624589291309226,5,"4,0",4,1,3,No
50,Yes,Travel Rarely,802.0852348993288, Research & Development ,3,Secondary,"47,0",Very Low,Male,86.0,Low,Entry Level, Sales Representative ,Medium,Married,2683.0,3810,1,No,14,"3,0",Medium,Zero,3.0,2,"3,0",3,0,2,Yes
35,No,Unknown,890.0, Research & Development ,2,High School,"49,0",High,Female,97.0,Medium,Entry Level, Sales Representative ,High,Married,2014.0,9687,1,No,13,"3,0",Very Low,Zero,2.0,3,"3,0",2,2,2,Yes
28,Yes,Unknown,1434.0, Research & Development ,5,Bachelor's,"65,0",Medium,Male,50.0,Medium,Entry Level, Laboratory Technician ,Medium,Single,3441.0,11179,1,Yes,13,"3,0",Medium,Zero,2.0,3,"2,0",2,2,2,Yes
26,No,Unknown,1443.0, Research & Development ,22,High School,"72,0",Low,Female,47.0,Low,Assistant, Sales Executive ,High,Married,3113.1297191808303,21436,7,Yes,19,"3,0",Medium,Low,5.0,2,"2,0",2,0,0,No
35,No,Travel Rarely,1142.0, Research & Development ,31,Bachelor's,Unknown,Medium,Female,30.0,Medium,Entry Level, Laboratory Technician ,Very Low,Unknown,2609.1072608706436,16002,3,Yes,15,"3,0",Medium,Low,4.0,3,"3,0",2,2,2,No
35,No,Unknown,664.0, Research & Development ,31,High School,"88,0",Low,Male,79.0,Medium,Entry Level, Research Scientist ,Very Low,Married,3113.1297191808303,5868,4,No,13,"3,0",High,Low,5.0,2,"2,0",3,1,2,Yes
37,No,Travel Rarely,397.0, Research & Development ,20,Bachelor's,"102,0",Very Low,Male,30.0,Medium,Coordinator, Research Director ,Medium,Unknown,13664.0,25258,4,No,13,"3,0",Very Low,Zero,23.169077787619834,3,"4,0",5,0,2,Yes
46,No,Travel Rarely,802.0852348993288, Research & Development ,38,Secondary,"103,0",Medium,Male,80.0,Medium,Assistant, Human Resources ,Low,Divorced,5021.0,10425,8,Yes,22,"4,0",High,Low,9.308956371643644,2,"3,0",4,0,2,Yes
34,No,Travel Rarely,1153.0, Research & Development ,1,Secondary,"110,0",Very Low,Male,94.0,Medium,Assistant, Manufacturing Director ,Low,Married,6399.663530605464,17736,1,No,15,"3,0",Medium,Zero,11.52060986020989,2,"3,0",5,1,3,Yes
51,No,Travel Rarely,432.0, Research & Development ,9,Bachelor's,"116,0",High,Male,96.0,Medium,Entry Level, Laboratory Technician ,High,Unknown,5633.242010731766,18725,3,No,23,"4,0",Low,Medium,10.0,4,"3,0",4,0,3,Yes
24,No,Travel Rarely,1353.0, Sales ,3,Secondary,"128,0",Very Low,Female,33.0,Medium,Assistant, Sales Executive ,Medium,Married,2609.1072608706436,17519,0,No,21,"4,0",Very Low,Low,4.0,2,"2,0",3,0,2,Yes
44,No,Unknown,489.0, Research & Development ,23,High School,"132,0",Low,Male,66.0281045751634,Medium,Assistant, Laboratory Technician ,Low,Married,6399.663530605464,25043,4,No,12,"3,0",Medium,Low,11.52060986020989,3,"4,0",3,1,2,Yes
37,Yes,Travel Rarely,807.0, Research & Development ,6,Bachelor's,"133,0",Medium,Male,63.0,Medium,Entry Level, Human Resources ,Very Low,Divorced,6399.663530605464,23648,4,No,22,"4,0",High,Zero,11.52060986020989,3,"3,0",3,0,2,Yes
59,No,Non Travel,1420.0, Research & Development ,2,Bachelor's,Unknown,Medium,Female,32.0,Low,Director, Manager ,High,Unknown,18844.0,21922,9,No,21,"4,0",High,Low,31.475849618553156,3,"3,0",3,2,2,No
25,No,Unknown,1280.0, Research & Development ,7,Primary,"143,0",High,Male,66.0281045751634,Low,Entry Level, Research Scientist ,High,Married,6399.663530605464,26897,1,No,11,"3,0",Medium,Medium,11.52060986020989,2,"3,0",2,2,1,Yes
43,No,Unknown,957.0, Research & Development ,26,High School,"171,0",Low,Female,72.0,High,Entry Level, Research Scientist ,Medium,Single,4739.0,16090,4,No,12,"3,0",High,Zero,8.85673443026851,2,"3,0",3,1,2,Yes
50,No,Travel Frequently,809.0, Research & Development ,12,High School,Unknown,Medium,Female,77.0,Medium,Coordinator, Sales Executive ,High,Single,8657.376760592888,6645,4,No,11,"3,0",High,Zero,16.0,3,"3,0",2,2,1,No
31,Yes,Travel Rarely,542.0, Research & Development ,20,High School,"175,0",Low,Female,71.0,Very Low,Assistant, Sales Executive ,Medium,Unknown,2609.1072608706436,24788,3,Yes,11,"3,0",Medium,Low,4.0,2,"3,0",2,2,2,Yes
36,No,Unknown,216.0, Research & Development ,6,Secondary,"178,0",Low,Male,84.0,Medium,Assistant, Manufacturing Director ,Low,Divorced,4121.174635801204,2819,6,No,20,"4,0",High,Medium,7.0,0,"3,0",3,0,1,No
51,Yes,Travel Frequently,1150.0, Research & Development ,16,Bachelor's,"179,0",Very Low,Male,53.0,Very Low,Coordinator, Manufacturing Director ,High,Unknown,10650.0,25150,2,No,15,"3,0",High,Zero,18.0,2,"3,0",4,0,3,No
25,No,Unknown,802.0852348993288, Sales ,28,High School,Unknown,Very Low,Male,41.0,Low,Assistant, Sales Executive ,Medium,Unknown,6399.663530605464,24835,2,No,18,"3,0",High,Zero,11.52060986020989,3,"3,0",2,2,2,No
38,No,Travel Rarely,364.0, Research & Development ,3,Postgraduate,"193,0",High,Female,32.0,Medium,Assistant, Research Scientist ,Medium,Unknown,4317.0,2302,3,Yes,20,"4,0",Low,Zero,19.0,2,"3,0",3,2,2,No
30,No,Travel Rarely,201.0, Research & Development ,5,High School,"197,0",High,Female,84.0,Medium,Entry Level, Research Scientist ,Very Low,Divorced,4625.197094111392,10415,5,No,14,"3,0",High,Low,8.0,3,"3,0",3,2,2,Yes
22,No,Unknown,1256.0, Research & Development ,36,Primary,Unknown,Medium,Male,80.0,Medium,Entry Level, Research Scientist ,High,Married,1601.0623442502692,11992,1,No,24,"4,0",Very Low,Medium,2.0,6,"3,0",2,2,2,Yes
27,No,Non Travel,691.0, Research & Development ,9,High School,"218,0",High,Male,57.0,Medium,Entry Level, Research Scientist ,Low,Unknown,2024.0,5970,6,No,18,"3,0",High,Low,4.502895526603653,1,"1,0",2,2,2,Yes
28,No,Unknown,440.0, Research & Development ,21,High School,"221,0",Medium,Male,42.0,Medium,Entry Level, Research Scientist ,High,Married,3113.1297191808303,6672,1,No,11,"3,0",Medium,Low,5.0,2,"1,0",5,0,2,Yes
27,No,Unknown,1157.0, Research & Development ,17,High School,"233,0",Medium,Male,51.0,Medium,Entry Level, Research Scientist ,Low,Unknown,3058.0,13364,0,No,16,"3,0",High,Low,6.0,3,"2,0",5,1,1,Yes
56,No,Travel Rarely,713.0, Research & Development ,8,High School,"241,0",Medium,Female,67.0,Medium,Entry Level, Research Scientist ,Very Low,Divorced,6399.663530605464,13939,4,No,18,"3,0",Medium,Low,11.52060986020989,3,"3,0",2,2,2,Yes
38,No,Travel Rarely,802.0852348993288, Research & Development ,9,Secondary,"245,0",Medium,Female,75.0,Medium,Entry Level, Laboratory Technician ,High,Single,6399.663530605464,6319,1,No,12,"3,0",Medium,Zero,11.52060986020989,3,"3,0",2,2,1,Yes
31,No,Travel Rarely,140.0, Research & Development ,12,Primary,"246,0",Medium,Female,95.0,Medium,Entry Level, Research Scientist ,High,Unknown,3929.0,6984,8,No,23,"4,0",Medium,Low,7.0,0,"3,0",4,0,2,Yes
34,No,Travel Rarely,629.0, Research & Development ,27,Secondary,"247,0",High,Female,95.0,Medium,Entry Level, Research Scientist ,Low,Unknown,5129.219552421579,5711,2,No,15,"3,0",High,Zero,9.0,3,"3,0",3,1,2,Yes
50,No,Unknown,328.0, Research & Development ,1,High School,"249,0",Medium,Male,86.0,Low,Entry Level, Laboratory Technician ,Medium,Unknown,6399.663530605464,3425,2,No,15,"3,0",High,Low,11.52060986020989,2,"2,0",3,0,2,No
53,No,Unknown,1084.0, Research & Development ,13,Secondary,"250,0",High,Female,66.0281045751634,High,Assistant, Manufacturing Director ,Very Low,Divorced,3113.1297191808303,26250,1,No,11,"3,0",Medium,Medium,5.0,3,"3,0",4,1,3,No
35,No,Travel Frequently,802.0852348993288, Research & Development ,24,High School,"269,0",Low,Female,37.0,Medium,Assistant, Laboratory Technician ,Low,Single,4425.0,15986,5,No,11,"3,0",High,Zero,8.353196523914637,5,"3,0",6,1,2,Yes
27,No,Travel Frequently,472.0, Research & Development ,1,Primary,Unknown,Medium,Male,60.0,Low,Assistant, Manufacturing Director ,Very Low,Married,6399.663530605464,9679,5,No,19,"3,0",Medium,Low,11.52060986020989,1,"3,0",2,2,0,No
40,No,Unknown,905.0, Research & Development ,38,Secondary,Unknown,Medium,Male,99.0,Medium,Assistant, Laboratory Technician ,High,Married,6399.663530605464,16523,8,No,15,"3,0",Medium,Low,11.52060986020989,2,"4,0",7,3,7,Yes
22,No,Unknown,1136.0, Research & Development ,22,High School,Unknown,Low,Male,60.0,High,Entry Level, Research Scientist ,Low,Unknown,2328.0,12392,1,No,16,"3,0",Very Low,Low,4.0,2,"2,0",4,2,2,No
40,No,Unknown,1151.0, Research & Development ,10,Postgraduate,"287,0",High,Male,63.0,Low,Assistant, Healthcare Representative ,High,Unknown,3113.1297191808303,14242,9,No,14,"3,0",High,Low,5.0,5,"1,0",3,0,2,Yes
46,No,Unknown,644.0, Research & Development ,1,Bachelor's,"288,0",High,Male,66.0281045751634,Medium,Coordinator, Healthcare Representative ,Very Low,Unknown,9161.399218903076,12368,7,No,16,"3,0",Medium,Low,17.0,3,"3,0",4,0,3,Yes
30,Yes,Unknown,1005.0, Research & Development ,3,High School,"297,0",High,Female,88.0,Medium,Entry Level, Research Scientist ,Very Low,Unknown,2657.0,8556,5,Yes,11,"3,0",Medium,Zero,8.0,5,"3,0",5,0,4,Yes
29,Yes,Unknown,992.0, Research & Development ,1,High School,Unknown,Medium,Male,85.0,Medium,Entry Level, Research Scientist ,Medium,Single,6399.663530605464,19757,0,No,14,"3,0",High,Zero,11.52060986020989,1,"2,0",6,1,5,No
54,No,Unknown,1147.0, Research & Development ,3,High School,"303,0",High,Female,52.0,Medium,Assistant, Sales Executive ,Very Low,Married,5940.0,17011,2,No,14,"3,0",High,Low,16.0,4,"3,0",6,0,5,No
33,No,Travel Rarely,147.0, Research & Development ,4,Bachelor's,"305,0",Medium,Female,47.0,Low,Entry Level, Research Scientist ,Low,Married,2622.0,13248,6,No,21,"4,0",High,Zero,5.461862622143832,3,"3,0",3,1,1,Yes
