,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
778,37,No,Travel Rarely,783.0,,7,Bachelor's,"1885,0",High,Male,78.0,Medium,Assistant, Research Scientist ,Very Low,,4284.0,13588,5,,22,"4,0",Medium,Low,16.0,2,"3,0",5,0,4,Yes
779,27,No,,1354.0,,2,Bachelor's,"1931,0",Low,Male,41.0,Medium,Entry Level, Research Scientist ,Low,,2226.0,6073,1,No,11,,Medium,Low,6.0,3,"2,0",5,1,2,No
780,35,No,Travel Rarely,682.0,,18,Bachelor's,"1945,0",Low,Male,71.0,Medium,Assistant, Sales Executive ,Very Low,,5561.0,15975,0,,16,"3,0",High,Low,,2,"1,0",5,0,4,Yes
781,28,No,Non Travel,1103.0,,16,High School,"1947,0",Medium,Male,49.0,Medium,Entry Level, Research Scientist ,Medium,Single,2144.0,2122,1,No,14,"3,0",Medium,Zero,5.0,3,"2,0",5,1,4,Yes
782,29,No,,136.0,,1,High School,"1954,0",Very Low,Male,89.0,Medium,Assistant, Healthcare Representative ,Very Low,Married,5373.0,6225,0,No,12,"3,0",Very Low,Low,6.0,5,"2,0",5,0,2,No
783,54,No,,155.0, Research & Development ,9,Secondary,"1969,0",Very Low,Female,67.0,Medium,Assistant, Research Scientist ,Medium,Married,2897.0,22474,3,No,11,"3,0",Medium,Medium,9.0,6,"2,0",4,2,3,No
784,24,No,Travel Rarely,771.0,,41,Secondary,"1981,0",High,Male,45.0,Low,Assistant, Healthcare Representative ,Medium,Single,,14120,1,No,12,"3,0",Low,Zero,4.0,2,"2,0",4,1,2,Yes
785,38,No,Travel Frequently,508.0,,6,Bachelor's,"1997,0",Very Low,Male,72.0,Low,Assistant, Manufacturing Director ,Medium,Married,5321.0,14284,2,No,11,"3,0",High,Low,10.0,1,"3,0",8,7,7,No
786,42,No,,557.0,,18,Bachelor's,"1998,0",High,Male,35.0,Medium,Assistant, Research Scientist ,Very Low,,5410.0,11189,6,,17,"3,0",Medium,Low,9.0,3,"2,0",4,1,2,Yes
787,41,No,,642.0,,1,High School,"1999,0",High,Male,76.0,Medium,Entry Level, Research Scientist ,High,,2782.0,21412,3,No,22,,Very Low,Low,,3,"3,0",5,1,0,Yes
788,25,No,Travel Rarely,1382.0,,8,Secondary,"2018,0",Very Low,Female,85.0,Medium,Assistant, Sales Executive ,Medium,,,13684,0,Yes,22,"4,0",Low,Low,6.0,3,"2,0",5,0,4,Yes
789,44,No,,1037.0,,1,High School,,Low,Male,42.0,Medium,Entry Level, Research Scientist ,High,Single,,13422,6,Yes,12,"3,0",Medium,Zero,6.0,2,"3,0",4,1,2,Yes
790,50,Yes,,878.0,,1,Bachelor's,"2044,0",Low,Male,94.0,Medium,Assistant, Sales Executive ,Medium,,,14255,7,No,12,"3,0",High,Medium,12.0,3,,6,0,1,Yes
791,36,No,,1120.0, Sales ,11,Bachelor's,,Low,Female,100.0,Low,Assistant, Sales Executive ,High,Married,,14369,4,No,13,"3,0",Very Low,Low,8.0,2,"2,0",6,0,0,No
792,45,No,,374.0,,20,High School,"2046,0",High,Female,50.0,Medium,Assistant, Sales Executive ,Medium,,4850.0,23333,8,No,15,"3,0",Medium,Zero,,3,"3,0",5,0,1,Yes
793,40,No,,1194.0,,2,Bachelor's,,Medium,Female,98.0,Medium,Entry Level, Research Scientist ,Medium,Married,2001.0,12549,2,,14,"3,0",Low,High,20.0,2,"3,0",5,0,2,Yes
794,35,No,Travel Rarely,287.0,,1,Bachelor's,"2052,0",Medium,Female,62.0,Very Low,Entry Level, Research Scientist ,High,Married,,8952,1,No,12,"3,0",High,Low,4.0,5,"3,0",4,1,1,Yes
795,29,No,Travel Rarely,,,13,Secondary,"2053,0",High,Male,46.0,Low,Assistant, Laboratory Technician ,Low,,,23679,4,,13,"3,0",Very Low,Low,10.0,2,"3,0",4,0,3,No
796,34,No,,,,8,High School,"2068,0",Low,Male,82.0,High,Assistant, Laboratory Technician ,Medium,,4404.0,10228,2,No,12,"3,0",Very Low,Zero,,3,"4,0",4,1,2,Yes
797,27,No,Travel Rarely,591.0,,2,Primary,"7,0",Very Low,Male,40.0,Medium,Entry Level, Laboratory Technician ,Low,Married,,16632,9,No,12,"3,0",High,Low,6.0,3,"3,0",2,2,2,No
798,31,No,,670.0, Research & Development ,26,Primary,"16,0",Very Low,Male,,Medium,Entry Level, Research Scientist ,Medium,Divorced,,15170,1,,17,"3,0",High,Low,5.0,1,"2,0",5,4,3,Yes
799,34,No,Travel Rarely,1346.0,,38,Secondary,"18,0",Low,Male,93.0,Medium,Entry Level, Laboratory Technician ,High,Divorced,,8758,0,,11,"3,0",Medium,Low,3.0,2,"3,0",2,1,2,Yes
800,28,Yes,Travel Rarely,103.0, Research & Development ,24,High School,"19,0",Medium,Male,50.0,Low,Entry Level, Laboratory Technician ,Medium,Single,,12947,5,Yes,14,"3,0",Low,Zero,6.0,4,"3,0",4,0,3,Yes
801,32,No,Travel Rarely,334.0,,5,Secondary,"21,0",Very Low,Male,80.0,High,Entry Level, Research Scientist ,Low,Divorced,,15053,0,Yes,12,"3,0",High,Medium,7.0,5,"2,0",6,0,5,Yes
802,38,No,,371.0, Research & Development ,2,High School,"24,0",High,Male,45.0,Medium,Entry Level, Research Scientist ,High,Single,3944.0,4306,5,Yes,11,"3,0",Medium,Zero,6.0,3,"3,0",3,1,2,Yes
803,24,No,,673.0,,11,Secondary,"26,0",Very Low,Female,96.0,High,Assistant, Manufacturing Director ,Medium,,,8232,0,No,18,"3,0",High,Low,5.0,5,"2,0",4,1,3,Yes
804,34,Yes,,699.0,,6,Primary,"31,0",Low,Male,83.0,Medium,Entry Level, Research Scientist ,Very Low,Single,2960.0,17102,2,No,11,"3,0",Medium,Zero,,2,"3,0",4,1,3,Yes
805,32,Yes,Travel Frequently,, Research & Development ,16,Primary,"33,0",Low,Female,72.0,Very Low,Entry Level, Research Scientist ,Very Low,,,4681,1,,22,,Low,Zero,,5,"3,0",10,6,7,No
806,46,No,Travel Rarely,705.0,,2,Bachelor's,"38,0",Low,Female,83.0,Medium,Director, Manager ,Very Low,Single,18947.0,22822,3,,12,"3,0",High,Zero,22.0,2,"2,0",2,2,1,No
807,44,No,,1459.0,,10,Bachelor's,"40,0",High,Male,41.0,Medium,Assistant, Healthcare Representative ,High,Married,6465.0,19121,2,,13,"3,0",High,Zero,,5,"4,0",4,1,3,No
808,50,Yes,Travel Rarely,,,3,Secondary,"47,0",Very Low,Male,86.0,Low,Entry Level, Sales Representative ,Medium,Married,2683.0,3810,1,,14,"3,0",Medium,Zero,3.0,2,"3,0",3,0,2,Yes
809,35,No,,890.0,,2,High School,"49,0",High,Female,97.0,Medium,Entry Level, Sales Representative ,High,Married,2014.0,9687,1,No,13,"3,0",Very Low,Zero,2.0,3,"3,0",2,2,2,Yes
810,28,Yes,,1434.0,,5,Bachelor's,"65,0",Medium,Male,50.0,Medium,Entry Level, Laboratory Technician ,Medium,Single,3441.0,11179,1,Yes,13,,Medium,Zero,2.0,3,"2,0",2,2,2,Yes
811,26,No,,1443.0,,22,High School,"72,0",Low,Female,47.0,Low,Assistant, Sales Executive ,High,Married,,21436,7,Yes,19,"3,0",Medium,Low,5.0,2,"2,0",2,0,0,No
812,35,No,Travel Rarely,1142.0,,31,Bachelor's,,Medium,Female,30.0,Medium,Entry Level, Laboratory Technician ,Very Low,,,16002,3,Yes,15,,Medium,Low,4.0,3,"3,0",2,2,2,No
813,35,No,,664.0,,31,High School,"88,0",Low,Male,79.0,Medium,Entry Level, Research Scientist ,Very Low,Married,,5868,4,No,13,"3,0",High,Low,5.0,2,"2,0",3,1,2,Yes
814,37,No,Travel Rarely,397.0,,20,Bachelor's,"102,0",Very Low,Male,30.0,Medium,Coordinator, Research Director ,Medium,,13664.0,25258,4,,13,,Very Low,Zero,,3,"4,0",5,0,2,Yes
815,46,No,Travel Rarely,,,38,Secondary,"103,0",Medium,Male,80.0,Medium,Assistant, Human Resources ,Low,Divorced,5021.0,10425,8,Yes,22,"4,0",High,Low,,2,"3,0",4,0,2,Yes
816,34,No,Travel Rarely,1153.0,,1,Secondary,"110,0",Very Low,Male,94.0,Medium,Assistant, Manufacturing Director ,Low,Married,,17736,1,No,15,"3,0",Medium,Zero,,2,"3,0",5,1,3,Yes
817,51,No,Travel Rarely,432.0,,9,Bachelor's,"116,0",High,Male,96.0,Medium,Entry Level, Laboratory Technician ,High,,,18725,3,,23,"4,0",Low,Medium,10.0,4,"3,0",4,0,3,Yes
818,24,No,Travel Rarely,1353.0, Sales ,3,Secondary,"128,0",Very Low,Female,33.0,Medium,Assistant, Sales Executive ,Medium,Married,,17519,0,No,21,"4,0",Very Low,Low,4.0,2,"2,0",3,0,2,Yes
819,44,No,,489.0,,23,High School,"132,0",Low,Male,,Medium,Assistant, Laboratory Technician ,Low,Married,,25043,4,,12,"3,0",Medium,Low,,3,"4,0",3,1,2,Yes
820,37,Yes,Travel Rarely,807.0,,6,Bachelor's,"133,0",Medium,Male,63.0,Medium,Entry Level, Human Resources ,Very Low,Divorced,,23648,4,,22,"4,0",High,Zero,,3,"3,0",3,0,2,Yes
821,59,No,Non Travel,1420.0,,2,Bachelor's,,Medium,Female,32.0,Low,Director, Manager ,High,,18844.0,21922,9,No,21,"4,0",High,Low,,3,"3,0",3,2,2,No
822,25,No,,1280.0,,7,Primary,"143,0",High,Male,,Low,Entry Level, Research Scientist ,High,Married,,26897,1,No,11,"3,0",Medium,Medium,,2,,2,2,1,Yes
823,43,No,,957.0,,26,High School,"171,0",Low,Female,72.0,High,Entry Level, Research Scientist ,Medium,Single,4739.0,16090,4,,12,"3,0",High,Zero,,2,"3,0",3,1,2,Yes
824,50,No,Travel Frequently,809.0,,12,High School,,Medium,Female,77.0,Medium,Coordinator, Sales Executive ,High,Single,,6645,4,No,11,"3,0",High,Zero,16.0,3,,2,2,1,No
825,31,Yes,Travel Rarely,542.0,,20,High School,"175,0",Low,Female,71.0,Very Low,Assistant, Sales Executive ,Medium,,,24788,3,Yes,11,"3,0",Medium,Low,4.0,2,"3,0",2,2,2,Yes
826,36,No,,216.0, Research & Development ,6,Secondary,"178,0",Low,Male,84.0,Medium,Assistant, Manufacturing Director ,Low,Divorced,,2819,6,No,20,"4,0",High,Medium,7.0,0,"3,0",3,0,1,No
827,51,Yes,Travel Frequently,1150.0,,16,Bachelor's,"179,0",Very Low,Male,53.0,Very Low,Coordinator, Manufacturing Director ,High,,10650.0,25150,2,,15,"3,0",High,Zero,18.0,2,"3,0",4,0,3,No
828,25,No,,, Sales ,28,High School,,Very Low,Male,41.0,Low,Assistant, Sales Executive ,Medium,,,24835,2,,18,"3,0",High,Zero,,3,"3,0",2,2,2,No
829,38,No,Travel Rarely,364.0,,3,Postgraduate,"193,0",High,Female,32.0,Medium,Assistant, Research Scientist ,Medium,,4317.0,2302,3,Yes,20,"4,0",Low,Zero,19.0,2,,3,2,2,No
830,30,No,Travel Rarely,201.0, Research & Development ,5,High School,"197,0",High,Female,84.0,Medium,Entry Level, Research Scientist ,Very Low,Divorced,,10415,5,No,14,,High,Low,8.0,3,"3,0",3,2,2,Yes
831,22,No,,1256.0,,36,Primary,,Medium,Male,80.0,Medium,Entry Level, Research Scientist ,High,Married,,11992,1,No,24,"4,0",Very Low,Medium,2.0,6,"3,0",2,2,2,Yes
832,27,No,Non Travel,691.0, Research & Development ,9,High School,"218,0",High,Male,57.0,Medium,Entry Level, Research Scientist ,Low,,2024.0,5970,6,,18,"3,0",High,Low,,1,"1,0",2,2,2,Yes
833,28,No,,440.0, Research & Development ,21,High School,"221,0",Medium,Male,42.0,Medium,Entry Level, Research Scientist ,High,Married,,6672,1,No,11,"3,0",Medium,Low,5.0,2,"1,0",5,0,2,Yes
834,27,No,,1157.0,,17,High School,"233,0",Medium,Male,51.0,Medium,Entry Level, Research Scientist ,Low,,3058.0,13364,0,,16,"3,0",High,Low,6.0,3,"2,0",5,1,1,Yes
835,56,No,Travel Rarely,713.0,,8,High School,"241,0",Medium,Female,67.0,Medium,Entry Level, Research Scientist ,Very Low,Divorced,,13939,4,,18,"3,0",Medium,Low,,3,,2,2,2,Yes
836,38,No,Travel Rarely,,,9,Secondary,"245,0",Medium,Female,75.0,Medium,Entry Level, Laboratory Technician ,High,Single,,6319,1,,12,,Medium,Zero,,3,,2,2,1,Yes
837,31,No,Travel Rarely,140.0,,12,Primary,"246,0",Medium,Female,95.0,Medium,Entry Level, Research Scientist ,High,,3929.0,6984,8,,23,"4,0",Medium,Low,7.0,0,"3,0",4,0,2,Yes
838,34,No,Travel Rarely,629.0,,27,Secondary,"247,0",High,Female,95.0,Medium,Entry Level, Research Scientist ,Low,,,5711,2,No,15,"3,0",High,Zero,9.0,3,"3,0",3,1,2,Yes
839,50,No,,328.0, Research & Development ,1,High School,"249,0",Medium,Male,86.0,Low,Entry Level, Laboratory Technician ,Medium,,,3425,2,,15,"3,0",High,Low,,2,"2,0",3,0,2,No
840,53,No,,1084.0,,13,Secondary,"250,0",High,Female,,High,Assistant, Manufacturing Director ,Very Low,Divorced,,26250,1,No,11,"3,0",Medium,Medium,5.0,3,"3,0",4,1,3,No
841,35,No,Travel Frequently,,,24,High School,"269,0",Low,Female,37.0,Medium,Assistant, Laboratory Technician ,Low,Single,4425.0,15986,5,,11,"3,0",High,Zero,,5,"3,0",6,1,2,Yes
842,27,No,Travel Frequently,472.0,,1,Primary,,Medium,Male,60.0,Low,Assistant, Manufacturing Director ,Very Low,Married,,9679,5,,19,"3,0",Medium,Low,,1,"3,0",2,2,0,No
843,40,No,,905.0,,38,Secondary,,Medium,Male,99.0,Medium,Assistant, Laboratory Technician ,High,Married,,16523,8,,15,"3,0",Medium,Low,,2,"4,0",7,3,7,Yes
844,22,No,,1136.0,,22,High School,,Low,Male,60.0,High,Entry Level, Research Scientist ,Low,,2328.0,12392,1,,16,"3,0",Very Low,Low,4.0,2,"2,0",4,2,2,No
845,40,No,,1151.0,,10,Postgraduate,"287,0",High,Male,63.0,Low,Assistant, Healthcare Representative ,High,,,14242,9,No,14,"3,0",High,Low,5.0,5,"1,0",3,0,2,Yes
846,46,No,,644.0,,1,Bachelor's,"288,0",High,Male,,Medium,Coordinator, Healthcare Representative ,Very Low,,,12368,7,No,16,"3,0",Medium,Low,17.0,3,"3,0",4,0,3,Yes
847,30,Yes,,1005.0,,3,High School,"297,0",High,Female,88.0,Medium,Entry Level, Research Scientist ,Very Low,,2657.0,8556,5,Yes,11,"3,0",Medium,Zero,8.0,5,"3,0",5,0,4,Yes
848,29,Yes,,992.0,,1,High School,,Medium,Male,85.0,Medium,Entry Level, Research Scientist ,Medium,Single,,19757,0,,14,"3,0",High,Zero,,1,"2,0",6,1,5,No
849,54,No,,1147.0,,3,High School,"303,0",High,Female,52.0,Medium,Assistant, Sales Executive ,Very Low,Married,5940.0,17011,2,,14,"3,0",High,Low,16.0,4,"3,0",6,0,5,No
850,33,No,Travel Rarely,147.0, Research & Development ,4,Bachelor's,"305,0",Medium,Female,47.0,Low,Entry Level, Research Scientist ,Low,Married,2622.0,13248,6,,21,"4,0",High,Zero,,3,"3,0",3,1,1,Yes
851,52,No,Travel Rarely,1323.0,,2,High School,"316,0",Medium,Female,89.0,Low,Entry Level, Laboratory Technician ,High,Single,3212.0,3300,7,,15,"3,0",Low,Zero,,3,"2,0",2,2,2,Yes
852,59,No,Travel Rarely,818.0, Human Resources ,6,Secondary,,Low,Male,,Medium,Entry Level, Human Resources ,Medium,Married,,25657,8,,17,"3,0",High,Zero,,2,"2,0",2,2,2,No
853,32,Yes,,515.0,,1,High School,,High,Male,62.0,Low,Entry Level, Laboratory Technician ,Medium,Single,,9571,0,,14,"3,0",High,Zero,4.0,2,"1,0",3,1,2,Yes
854,39,No,,1431.0,,24,Bachelor's,"332,0",Low,Female,96.0,Medium,Entry Level, Laboratory Technician ,Medium,Divorced,,15417,7,No,14,"3,0",Medium,High,7.0,1,"3,0",3,1,2,No
855,32,No,Non Travel,976.0,,26,Bachelor's,,Medium,Male,100.0,Medium,Assistant, Sales Executive ,High,,,12069,0,No,18,"3,0",Very Low,Zero,4.0,2,"3,0",3,2,2,Yes
856,31,No,,1327.0,,3,Bachelor's,"337,0",Low,Male,73.0,Medium,Coordinator, Research Director ,Medium,Divorced,,13523,9,No,12,"3,0",Very Low,Low,,3,"3,0",2,2,2,Yes
857,33,No,Travel Rarely,832.0,,5,Bachelor's,"338,0",Medium,Female,63.0,Low,Entry Level, Research Scientist ,High,Married,2911.0,14776,1,,13,"3,0",Medium,Low,2.0,2,"2,0",2,0,2,Yes
858,45,No,,1199.0,,23,Bachelor's,"341,0",Very Low,Male,77.0,High,Assistant, Manufacturing Director ,Medium,,,5118,4,,17,"3,0",High,Low,9.0,1,"3,0",3,0,2,Yes
859,42,No,,916.0, Research & Development ,17,Secondary,"347,0",High,Female,82.0,High,Assistant, Research Scientist ,Very Low,Single,,23016,3,Yes,13,"3,0",Medium,Zero,,1,"3,0",3,0,2,Yes
860,29,No,,1247.0,,19,Secondary,"349,0",High,Male,45.0,Medium,Assistant, Sales Executive ,High,Divorced,6931.0,10732,2,No,14,"3,0",High,Low,,2,"3,0",3,0,2,No
861,25,No,Travel Rarely,685.0,,1,High School,"350,0",Very Low,Female,62.0,Medium,Assistant, Manufacturing Director ,Medium,Married,,7505,0,No,12,"3,0",High,Medium,5.0,3,"3,0",4,1,2,No
862,32,No,,128.0,,2,Primary,"362,0",High,Male,84.0,Low,Assistant, Laboratory Technician ,Very Low,,2176.0,19737,4,No,13,"3,0",High,Zero,9.0,5,"3,0",6,0,4,No
863,28,No,Travel Rarely,1158.0,,9,High School,,High,Male,94.0,Medium,Entry Level, Research Scientist ,High,Married,,2613,1,No,23,"4,0",High,Low,,3,,5,0,4,Yes
864,21,No,Travel Rarely,996.0,,3,Secondary,"379,0",High,Male,100.0,Low,Entry Level, Research Scientist ,Medium,Single,3230.0,10531,1,No,17,"3,0",Very Low,Zero,,4,"4,0",3,1,0,No
865,37,No,Non Travel,728.0,,1,Bachelor's,"380,0",Very Low,Female,80.0,Medium,Coordinator, Research Director ,High,Divorced,,11677,2,Yes,18,"3,0",Very Low,Medium,,2,"3,0",5,0,2,No
866,38,No,Travel Rarely,688.0,,23,Bachelor's,"393,0",High,Male,82.0,Medium,Assistant, Healthcare Representative ,High,,,18899,9,,14,"3,0",Low,Low,,2,"3,0",2,1,2,No
867,26,Yes,Travel Rarely,1449.0,,16,Bachelor's,"394,0",Very Low,Male,45.0,Medium,Entry Level, Laboratory Technician ,Low,Divorced,,14180,2,Yes,13,"3,0",High,Low,,2,"3,0",3,0,2,No
868,49,No,,636.0,,10,Bachelor's,"396,0",Medium,Female,,Medium,Director, Research Director ,Very Low,Single,18665.0,25594,9,Yes,11,"3,0",High,Zero,,4,"3,0",3,1,2,Yes
869,31,No,Travel Frequently,444.0, Sales ,5,High School,,High,Female,84.0,Medium,Entry Level, Sales Representative ,Low,Divorced,2789.0,3909,1,,11,"3,0",Medium,Low,2.0,5,"2,0",2,2,2,Yes
870,37,No,Travel Frequently,889.0,,9,High School,"403,0",Low,Male,53.0,Medium,Entry Level, Research Scientist ,High,Married,,11411,1,,12,"3,0",Medium,High,,3,"2,0",4,1,2,No
871,31,No,Travel Rarely,691.0, Research & Development ,11,Bachelor's,"423,0",Very Low,Male,86.0,Medium,Entry Level, Research Scientist ,High,Married,,10077,0,,12,"3,0",Medium,Low,,4,"3,0",5,0,3,Yes
872,31,No,Travel Rarely,106.0,,2,High School,"424,0",Very Low,Male,62.0,Low,Assistant, Human Resources ,Very Low,,6410.0,17822,3,No,12,"3,0",High,Zero,,1,"3,0",2,1,0,No
873,31,No,,, Research & Development ,2,Bachelor's,,Medium,Male,32.0,Medium,Entry Level, Research Scientist ,High,,,7747,0,,18,"3,0",Low,Low,3.0,2,"1,0",2,2,2,Yes
874,52,Yes,,723.0,,17,Bachelor's,"433,0",Very Low,Male,85.0,Low,Assistant, Research Scientist ,Low,,4941.0,17747,2,No,15,,Very Low,Zero,11.0,3,"2,0",8,7,7,No
875,28,Yes,,1157.0,,2,Bachelor's,"440,0",Very Low,Male,84.0,Very Low,Entry Level, Research Scientist ,High,Married,,24737,5,Yes,13,"3,0",High,Zero,,4,"2,0",3,2,2,Yes
876,47,No,Travel Rarely,1482.0,,5,Postgraduate,"447,0",High,Male,42.0,Medium,Director, Research Director ,Medium,Married,,16375,4,,11,"3,0",Low,Low,21.0,2,"3,0",3,1,1,No
877,29,No,,738.0,,9,Postgraduate,"455,0",Low,Male,30.0,Low,Entry Level, Laboratory Technician ,High,,3983.0,7621,0,No,17,"3,0",Medium,Zero,4.0,2,,3,2,2,Yes
878,37,No,,1192.0,,5,Secondary,"460,0",High,Male,61.0,Medium,Assistant, Manufacturing Director ,High,,6347.0,23177,7,No,16,"3,0",Medium,Medium,8.0,2,"2,0",6,0,4,Yes
879,23,No,,1309.0,,26,Primary,"465,0",Medium,Male,83.0,Medium,Entry Level, Research Scientist ,High,,2904.0,16092,1,,12,"3,0",Medium,Medium,,2,"2,0",4,0,2,No
880,42,No,Travel Rarely,544.0, Human Resources ,2,Primary,"470,0",Medium,Male,52.0,Medium,Entry Level, Human Resources ,Medium,Divorced,2696.0,24017,0,Yes,11,"3,0",Medium,Low,4.0,5,"3,0",3,1,0,No
881,30,No,,641.0, Sales ,25,Secondary,"475,0",High,Female,85.0,Medium,Assistant, Sales Executive ,Medium,,,6069,7,,12,"3,0",Low,Low,4.0,2,"4,0",2,2,2,No
882,21,Yes,,756.0,,31,Primary,"478,0",Very Low,Female,99.0,Low,Entry Level, Sales Representative ,Low,Single,2174.0,9150,1,,11,"3,0",Medium,Zero,3.0,3,"3,0",3,1,2,Yes
883,57,No,Travel Rarely,593.0,,1,Bachelor's,"482,0",High,Male,88.0,Medium,Assistant, Healthcare Representative ,Medium,,6755.0,2967,2,No,11,"3,0",Medium,Zero,,2,"3,0",3,1,2,Yes
884,21,No,,895.0,,9,Secondary,,Very Low,Male,39.0,Medium,Entry Level, Sales Representative ,High,Single,,2851,1,,24,"4,0",Medium,Zero,3.0,3,"2,0",3,2,2,Yes
885,31,No,Travel Rarely,408.0,,9,Bachelor's,,Medium,Male,42.0,Low,Entry Level, Research Scientist ,Low,,2657.0,7551,0,,16,"3,0",High,Zero,3.0,5,"3,0",2,2,2,Yes
886,29,No,,1283.0, Research & Development ,17,High School,"495,0",Very Low,Male,54.0,Medium,Entry Level, Research Scientist ,High,,,18168,9,No,16,,High,Zero,6.0,4,"3,0",3,1,2,No
887,27,No,Travel Rarely,1469.0,,1,Secondary,,High,Male,82.0,Medium,Entry Level, Laboratory Technician ,Low,,,17881,1,No,11,"3,0",Low,Low,5.0,2,"3,0",5,0,4,Yes
888,49,No,Travel Rarely,1261.0,,7,High School,,Low,Male,31.0,Low,Coordinator, Healthcare Representative ,Medium,Single,10965.0,12066,8,No,24,"4,0",Medium,Zero,,2,"3,0",5,0,0,Yes
889,36,No,Travel Rarely,329.0,,2,High School,"501,0",High,Female,96.0,Medium,Entry Level, Research Scientist ,Medium,Married,2543.0,11868,4,No,13,"3,0",Low,Low,,3,"3,0",2,2,2,Yes
890,34,Yes,Non Travel,1362.0,,19,High School,"502,0",Very Low,Male,67.0,High,Assistant, Sales Executive ,High,,5304.0,4652,8,Yes,13,"3,0",Low,Zero,,3,"2,0",5,0,4,Yes
891,24,No,,1371.0,,10,Bachelor's,"507,0",High,Female,77.0,Medium,Assistant, Sales Executive ,Medium,Divorced,,5915,1,Yes,12,"3,0",High,Low,,2,"4,0",5,0,3,Yes
892,42,No,,201.0,,1,Bachelor's,"517,0",Low,Female,,Medium,Entry Level, Laboratory Technician ,Very Low,,,20490,3,No,16,"3,0",Low,Low,8.0,5,"3,0",5,1,2,Yes
893,54,No,,821.0,,5,Secondary,"522,0",Very Low,Male,86.0,Medium,Director, Research Director ,Very Low,Married,19406.0,8509,4,,11,"3,0",Medium,Low,24.0,4,"2,0",4,1,2,No
894,34,No,,1381.0,,4,Bachelor's,"523,0",Medium,Female,72.0,Medium,Assistant, Sales Executive ,Medium,Married,6538.0,12740,9,No,15,"3,0",Very Low,Low,,3,"3,0",3,1,2,Yes
895,43,No,,313.0,,21,High School,"525,0",High,Male,61.0,Medium,Entry Level, Laboratory Technician ,High,,2258.0,15238,7,,20,"4,0",Very Low,Low,,1,"3,0",3,1,2,Yes
896,43,No,Travel Rarely,1473.0,,8,Bachelor's,"526,0",Medium,Female,74.0,Medium,Assistant, Healthcare Representative ,Medium,,,2227,4,Yes,14,"3,0",High,Zero,,3,"3,0",5,0,2,Yes
897,31,No,Travel Rarely,329.0,,1,Secondary,"530,0",High,Male,98.0,Low,Entry Level, Laboratory Technician ,Very Low,Married,2218.0,16193,1,No,12,"3,0",Medium,Low,4.0,3,,4,3,2,No
898,25,Yes,Travel Rarely,688.0,,3,High School,,Very Low,Male,91.0,Medium,Entry Level, Laboratory Technician ,Very Low,Married,,9396,5,No,13,"3,0",Medium,Low,6.0,5,,2,0,2,Yes
899,45,No,,192.0,,10,Secondary,"544,0",Very Low,Male,69.0,Medium,Entry Level, Research Scientist ,High,Married,2654.0,9655,3,No,21,,High,Medium,8.0,3,"2,0",2,0,2,Yes
900,52,No,Travel Rarely,1490.0,,4,Secondary,,High,Female,,Medium,Manager, Manager ,High,Married,,10310,2,No,13,"3,0",High,Zero,31.0,2,"1,0",5,1,4,No
901,34,Yes,Travel Frequently,296.0,,6,Secondary,"555,0",High,Female,33.0,Very Low,Entry Level, Sales Representative ,Medium,,,12253,0,No,16,"3,0",High,Low,3.0,3,"2,0",2,1,0,Yes
902,26,No,Travel Rarely,1349.0,,23,High School,,Very Low,Female,90.0,Medium,Entry Level, Research Scientist ,High,Divorced,,3032,1,No,22,"4,0",Low,Medium,,3,"1,0",3,0,2,Yes
903,29,No,,986.0,,3,Bachelor's,"564,0",Low,Male,93.0,Low,Coordinator, Research Director ,Medium,,11935.0,21526,1,No,18,"3,0",Medium,Zero,,2,"3,0",10,0,7,Yes
904,29,Yes,,408.0,,25,Postgraduate,,Medium,Female,71.0,Low,Entry Level, Research Scientist ,Low,Married,2546.0,18300,5,No,16,"3,0",Low,Zero,6.0,2,"4,0",2,1,1,No
905,46,No,,1009.0,,2,High School,,Very Low,Male,51.0,Medium,Manager, Research Director ,Medium,Married,17861.0,2288,6,No,13,"3,0",Medium,Zero,,2,"1,0",3,0,1,No
906,46,No,,1125.0,,10,High School,"580,0",Medium,Female,94.0,Low,Coordinator, Sales Executive ,High,,,11563,2,,19,"3,0",Medium,Low,15.0,3,"3,0",3,1,2,No
907,30,No,Travel Rarely,413.0, Sales ,7,Primary,"585,0",High,Male,57.0,Medium,Entry Level, Sales Representative ,Low,Single,,18398,0,,14,"3,0",Very Low,Zero,,3,"3,0",3,1,2,Yes
908,34,Yes,Travel Frequently,988.0, Human Resources ,23,High School,,Low,Female,43.0,Medium,Coordinator, Human Resources ,Very Low,Divorced,,11533,9,Yes,15,"3,0",Medium,High,,2,"3,0",3,0,2,No
909,42,No,,1474.0,,5,Secondary,"591,0",Low,Male,97.0,Medium,Entry Level, Laboratory Technician ,Medium,Married,,9260,4,No,17,"3,0",High,Low,,4,,2,2,0,Yes
